 repeat,,,maxVertex, timeTaken,,,,,
11,,,6700,3673,3868.1,366.8491587,,,
12,,,6700,3459,3856.5,376.8740541,,,
13,,,6700,3808,3852.5,381.7085551,,,
14,,,6700,3482,3849.7,382.2571606,,,
15,,,6700,3567,3858.9,375.0887474,,,
16,,,6700,3442,3877.75,369.0720761,,,
17,,,6700,3921,3977,492.1144497,,,
18,,,6700,3732,4001.55,501.3345847,,,
19,,,6700,3436,3993.1,507.5032694,,,
20,,,6700,3605,4007.3,494.912124,,,
1,,,6800,4417,4007.5,494.7417721,,,
2,,,6800,4262,3974.5,487.954862,,,
3,,,6800,4058,3936.05,494.3638629,,,
4,,,6800,3960,3924.05,494.1606893,,,
5,,,6800,4562,3912.2,496.0910994,,,
6,,,6800,3798,3860.2,478.5920799,,,
7,,,6800,3604,3854.4,480.0861107,,,
8,,,6800,3967,3861.5,477.2295597,,,
9,,,6800,3987,3862.6,477.5108045,,,
10,,,6800,4622,3835.65,485.267509,,,
11,,,6800,3441,3788.75,449.2605474,,,
12,,,6800,3379,3808.35,441.7793299,,,
13,,,6800,3752,3823.95,431.2022941,,,
14,,,6800,3666,3819.9,432.2926518,,,
15,,,6800,3944,3824.7,431.024984,,,
16,,,6800,5427,3816.3,430.2139125,,,
17,,,6800,4412,3739.6,206.5336471,,,
18,,,6800,3563,3704.4,132.6972811,,,
19,,,6800,3720,3703.25,134.0796601,,,
20,,,6800,3609,3704.05,134.2325065,,,
1,,,6900,3757,3711.6,132.844349,,,
2,,,6900,3493,3704.15,134.3339417,,,
3,,,6900,3818,3714.45,124.8550633,,,
4,,,6900,3723,3718.3,129.3233809,,,
5,,,6900,3522,3742.45,169.1979454,,,
6,,,6900,3682,3746.4,164.6413646,,,
7,,,6900,3746,3756.6,166.7473349,,,
8,,,6900,3989,3755.8,166.839223,,,
9,,,6900,3448,3752.65,162.7491693,,,
10,,,6900,3684,3758.75,152.706073,,,
11,,,6900,3833,3757.9,153.1905934,,,
12,,,6900,3691,3741.95,161.3494002,,,
13,,,6900,3671,3740.55,161.9351641,,,
14,,,6900,3762,3747.9,161.9483023,,,
15,,,6900,3776,3751.2,162.9202582,,,
16,,,6900,3893,3756.3,165.3163156,,,
17,,,6900,3708,3739.85,167.3541077,,,
18,,,6900,3540,3740.8,167.2176646,,,
19,,,6900,3736,3744.95,162.9473518,,,
20,,,6900,3760,3736.25,168.016564,,,
1,,,7000,3608,3746.5,175.6226517,,,
2,,,7000,3699,3757.5,173.3665117,,,
3,,,7000,3895,3775.4,185.0935468,,,
4,,,7000,4206,3781.25,190.8324906,,,
5,,,7000,3601,3763.3,163.7376271,,,
6,,,7000,3886,3788.45,175.6903601,,,
7,,,7000,3730,3780.65,174.5910334,,,
8,,,7000,3926,3788.15,175.5200618,,,
9,,,7000,3570,3794.6,183.0606457,,,
10,,,7000,3667,3821,186.9956374,,,
11,,,7000,3514,3887.1,317.6810549,,,
12,,,7000,3663,3932.25,325.9257059,,,
13,,,7000,3818,3973.05,341.164488,,,
14,,,7000,3828,3969.7,343.0906126,,,
15,,,7000,3878,3963.55,346.8461626,,,
16,,,7000,3564,3960.05,348.1057726,,,
17,,,7000,3727,3977.5,335.7350929,,,
18,,,7000,3623,3993.15,330.7010536,,,
19,,,7000,3562,3997.65,325.977764,,,
20,,,7000,3965,4045.95,329.5763589,,,
1,,,7100,3828,4035.45,335.5815808,,,
2,,,7100,4057,4035.25,335.7128903,,,
3,,,7100,4012,4024.55,338.3829153,,,
4,,,7100,3847,4015.75,341.0048425,,,
5,,,7100,4104,4018.3,339.8653139,,,
6,,,7100,3730,4011.75,339.3887501,,,
7,,,7100,3880,4006.95,344.2276595,,,
8,,,7100,4055,4050.3,380.120078,,,
9,,,7100,4098,4029.35,391.2314263,,,
10,,,7100,4989,4071.5,441.2326633,,,
11,,,7100,4417,4006.75,391.7496347,,,
12,,,7100,4479,3987.65,379.8257599,,,
13,,,7100,3751,3954.25,363.3581494,,,
14,,,7100,3705,3988.2,374.905546,,,
15,,,7100,3808,3999.05,369.3774955,,,
16,,,7100,3913,3994.8,372.1698254,,,
17,,,7100,4040,3990.2,373.7990735,,,
18,,,7100,3713,3987.2,373.6190855,,,
19,,,7100,4528,3983.9,376.4491858,,,
20,,,7100,3755,3946.5,356.1579336,,,
1,,,7200,3824,3959.4,353.5193585,,,
2,,,7200,3843,3955.2,355.7048747,,,
3,,,7200,3836,3976.85,361.644093,,,
4,,,7200,3898,3984.7,360.1266005,,,
5,,,7200,3973,4000.7,363.1676574,,,
6,,,7200,3634,4051.4,424.6692087,,,
7,,,7200,4747,4124.05,471.2368356,,,
8,,,7200,3636,4139.15,496.4147539,,,
9,,,7200,4941,4145.65,490.2931749,,,
10,,,7200,3694,4088.5,458.2757731,,,
11,,,7200,4035,4093.65,454.1694878,,,
12,,,7200,3811,4087.6,455.7948985,,,
13,,,7200,4430,4084.45,458.0193601,,,
14,,,7200,3922,4065.6,450.7497147,,,
15,,,7200,3723,4066.9,450.3510794,,,
16,,,7200,3821,4113.15,460.5565598,,,
17,,,7200,3980,4110.4,462.5526883,,,
18,,,7200,3647,4100.7,467.4395092,,,
19,,,7200,3780,4105.1,463.3402637,,,
20,,,7200,4013,4108,461.3757459,,,
1,,,7300,3740,4109.5,461.0993157,,,
2,,,7300,4276,4127.8,452.8519684,,,
3,,,7300,3993,4125.8,452.2509317,,,
4,,,7300,4218,4133.9,451.1967595,,,
5,,,7300,4987,4155.8,465.8842865,,,
6,,,7300,5087,4107.1,423.3935459,,,
7,,,7300,5049,4044.35,358.5573836,,,
8,,,7300,3766,3984.05,271.564953,,,
9,,,7300,3798,3982.95,272.5374866,,,
10,,,7300,3797,3986.65,270.3882735,,,
11,,,7300,3914,4006.2,270.0893809,,,
12,,,7300,3748,4006.9,269.8558875,,,
13,,,7300,4053,4014.65,264.1955566,,,
14,,,7300,3948,4012.25,264.046821,,,
15,,,7300,4648,4003.85,268.8273316,,,
16,,,7300,3766,3960.3,226.1455284,,,
17,,,7300,3786,3974.6,222.2209427,,,
18,,,7300,3735,3979.85,218.743848,,,
19,,,7300,3838,3998.6,212.6381656,,,
20,,,7300,4043,4000.05,211.5816316,,,
1,,,7400,4106,4003.9,213.0994085,,,
2,,,7400,4236,4000,211.8425433,,,
3,,,7400,4155,4002.15,214.5644977,,,
4,,,7400,4656,4048.65,322.8716993,,,
5,,,7400,4013,4027.65,293.6236895,,,
6,,,7400,3832,4049.3,308.0934752,,,
7,,,7400,3843,4067.8,305.4559319,,,
8,,,7400,3744,4094.1,307.7178988,,,
9,,,7400,3872,4116.2,296.9337335,,,
10,,,7400,4188,4135.75,292.8530932,,,
11,,,7400,3928,4172.35,341.4383315,,,
12,,,7400,3903,4228.85,389.0505684,,,
13,,,7400,4005,4233.15,385.7205527,,,
14,,,7400,3780,4234.75,384.7896042,,,
15,,,7400,3777,4263.2,370.1539651,,,
16,,,7400,4052,4282.8,353.0368402,,,
17,,,7400,3891,4275.3,359.727982,,,
18,,,7400,4110,4279.2,355.7430474,,,
19,,,7400,3867,4283.5,354.1062136,,,
20,,,7400,4120,4309.65,340.7906094,,,
1,,,7500,4028,4312.4,339.3987563,,,
2,,,7500,4279,4343,339.99613,,,
3,,,7500,5085,4342.05,340.2108441,,,
4,,,7500,4236,4323.35,305.7588102,,,
5,,,7500,4446,4398.7,439.5275095,,,
6,,,7500,4202,4410.55,444.0415432,,,
7,,,7500,4369,4413.4,442.8137781,,,
8,,,7500,4186,4452.7,472.5466393,,,
9,,,7500,4263,4469.3,468.4987334,,,
10,,,7500,4920,4485.1,466.4993823,,,
11,,,7500,5058,4521,525.6112231,,,
12,,,7500,3989,4501.1,511.5563353,,,
13,,,7500,4037,4501.85,510.776424,,,
14,,,7500,4349,4499.45,513.1826878,,,
15,,,7500,4169,4521.55,515.8728398,,,
16,,,7500,3902,4540.95,509.1690315,,,
17,,,7500,3969,4553.35,495.6292412,,,
18,,,7500,4196,4626.7,512.8516868,,,
19,,,7500,4390,4629.3,510.6804645,,,
20,,,7500,4175,4612.8,523.977159,,,
1,,,7600,4640,4636.65,513.7570873,,,
2,,,7600,4260,4620.55,518.668485,,,
3,,,7600,4711,4688.8,557.1112144,,,
4,,,7600,5743,4737.55,600.1521276,,,
5,,,7600,4683,4674.85,553.2530852,,,
6,,,7600,4259,4668.75,553.8307622,,,
7,,,7600,5155,4705.6,549.6353241,,,
8,,,7600,4518,4653.85,553.8043807,,,
9,,,7600,4579,4633.75,566.1520044,,,
10,,,7600,5638,4606.9,581.4132419,,,
11,,,7600,4660,4549.6,528.5110565,,,
12,,,7600,4004,4537.85,528.5397236,,,
13,,,7600,3989,4555.35,515.5686972,,,
14,,,7600,4791,4572.6,501.1934599,,,
15,,,7600,4557,4540.3,507.1582438,,,
16,,,7600,4150,4545.45,507.8592299,,,
17,,,7600,5436,4581.8,504.0685626,,,
18,,,7600,4248,4619.2,591.0307321,,,
19,,,7600,4060,4625.95,587.3275312,,,
20,,,7600,4652,4673.1,577.2677843,,,
1,,,7700,4318,4733.95,636.0735207,,,
2,,,7700,5625,4841.7,736.50241,,,
3,,,7700,5686,4788.5,715.0601373,,,
4,,,7700,4489,4714.4,693.6261241,,,
5,,,7700,4561,4725.55,691.6015338,,,
6,,,7700,4996,4727.15,691.2377362,,,
7,,,7700,4120,4690.45,695.6832669,,,
8,,,7700,4116,4703.85,686.6394346,,,
9,,,7700,4042,4720.15,675.7329179,,,
10,,,7700,4492,4783,667.7480615,,,
11,,,7700,4425,4788.25,665.7495084,,,
12,,,7700,4354,4782.3,669.6869732,,,
13,,,7700,4334,4824.3,667.7498823,,,
14,,,7700,4145,4823.75,668.1793704,,,
15,,,7700,4660,4914.7,694.2182351,,,
16,,,7700,4877,4890.45,711.8309583,,,
17,,,7700,6184,4857.3,727.7502536,,,
18,,,7700,4383,4757.75,670.6534814,,,
19,,,7700,5003,4763.25,667.8636699,,,
20,,,7700,5869,4725.05,675.2375391,,,
1,,,7800,6473,4668.35,619.4287925,,,
2,,,7800,4561,4562.6,453.4106307,,,
3,,,7800,4204,4546.95,458.8380605,,,
4,,,7800,4712,4552.5,455.1278016,,,
5,,,7800,4593,4530.3,457.7593139,,,
6,,,7800,4262,4508.2,465.1823185,,,
7,,,7800,4388,4503.55,468.2277308,,,
8,,,7800,4442,4502.95,468.3912529,,,
9,,,7800,5299,4506.25,468.1716818,,,
10,,,7800,4597,4450.75,433.7777596,,,
11,,,7800,4306,4430.2,436.2132023,,,
12,,,7800,5194,4423.35,439.330744,,,
13,,,7800,4323,4369.55,404.4923361,,,
14,,,7800,5964,4371.5,404.3500958,,,
15,,,7800,4175,4288.65,151.7099986,,,
16,,,7800,4214,4301.5,152.459313,,,
17,,,7800,4193,4325.2,173.5276711,,,
18,,,7800,4493,4323.4,175.1502813,,,
19,,,7800,4239,4314.4,170.5407499,,,
20,,,7800,4735,4311.6,172.2945458,,,
1,,,7900,4358,4289.4,140.5483247,,,
2,,,7900,4248,4317.75,199.8064524,,,
3,,,7900,4315,4321.45,199.1308681,,,
4,,,7900,4268,4315.35,201.196755,,,
5,,,7900,4151,4312.8,202.1493976,,,
6,,,7900,4169,4378.35,323.2213312,,,
7,,,7900,4376,4386.5,319.7006001,,,
8,,,7900,4508,4389.9,319.9445511,,,
9,,,7900,4189,4381.1,318.9441297,,,
10,,,7900,4186,4399.1,317.6881788,,,
11,,,7900,4169,4404.05,314.9525403,,,
12,,,7900,4118,4422.05,311.0754647,,,
13,,,7900,4362,4439.85,302.8380278,,,
14,,,7900,4307,4444,302.2832412,,,
15,,,7900,4432,4447.6,300.9917642,,,
16,,,7900,4688,4441.45,302.5796937,,,
17,,,7900,4157,4451.2,313.873357,,,
18,,,7900,4313,4467.95,306.1916282,,,
19,,,7900,4183,4465.4,307.7583468,,,
20,,,7900,4291,4517.1,342.6893484,,,
1,,,8000,4925,4514.75,344.4779231,,,
2,,,8000,4322,4512.3,341.5685336,,,
3,,,8000,4193,4511.95,341.7773167,,,
4,,,8000,4217,4518.2,336.743632,,,
5,,,8000,5462,4523.55,332.5300897,,,
6,,,8000,4332,4481.15,250.5243501,,,
7,,,8000,4444,4488.1,248.0850661,,,
8,,,8000,4332,4485.4,248.8828513,,,
9,,,8000,4549,4493.95,246.2590581,,,
10,,,8000,4285,4479.25,251.518729,,,
11,,,8000,4529,4527.6,300.4055855,,,
12,,,8000,4474,4517.2,303.9343073,,,
13,,,8000,4445,4509.35,307.1196021,,,
14,,,8000,4379,4503,309.8211708,,,
15,,,8000,4309,4499.65,311.5896889,,,
16,,,8000,4883,4506.65,308.6398472,,,
17,,,8000,4492,4516.05,323.2236434,,,
18,,,8000,4262,4510,324.8259453,,,
19,,,8000,5217,4520,319.8293953,,,
20,,,8000,4244,4473.65,277.9294259,,,
1,,,8100,4876,4492.1,274.1034956,,,
2,,,8100,4315,4472,258.781558,,,
3,,,8100,4318,4490.85,260.4686616,,,
4,,,8100,4324,4501.65,257.3842663,,,
5,,,8100,4614,4510.4,253.9791537,,,
6,,,8100,4471,4502.85,252.9797735,,,
7,,,8100,4390,4499.8,253.7505198,,,
8,,,8100,4503,4501.1,253.224448,,,
9,,,8100,4255,4501.45,253.2320498,,,
10,,,8100,5252,4508.25,248.0385953,,,
11,,,8100,4321,4459.1,181.32579,,,
12,,,8100,4317,4456.75,183.5012907,,,
13,,,8100,4318,4463.2,180.5744051,,,
14,,,8100,4312,4470.3,177.3272621,,,
15,,,8100,4449,4470.5,177.1414837,,,
16,,,8100,5071,4465.8,178.979446,,,
17,,,8100,4371,4436.7,109.0567694,,,
18,,,8100,4462,4438.9,108.1012683,,,
19,,,8100,4290,4440.6,108.7490593,,,
20,,,8100,4613,4440.65,108.6763786,,,
1,,,8200,4474,4448.3,125.5258833,,,
2,,,8200,4692,4462.2,142.7340552,,,
3,,,8200,4534,4495.75,243.1382269,,,
4,,,8200,4499,4494.4,242.9895818,,,
5,,,8200,4463,4492.25,243.1369281,,,
6,,,8200,4410,4491.45,243.2645246,,,
7,,,8200,4416,4507,247.6837967,,,
8,,,8200,4510,4522.15,251.0683017,,,
9,,,8200,4391,4524.9,251.2293773,,,
10,,,8200,4269,4548.25,259.68906,,,
11,,,8200,4274,4559.7,251.6526637,,,
12,,,8200,4446,4590.55,252.6025534,,,
13,,,8200,4460,4609.05,254.996486,,,
14,,,8200,4316,4644.7,281.5227578,,,
15,,,8200,4355,4717.55,367.4034746,,,
16,,,8200,4489,4738.5,357.4534935,,,
17,,,8200,4415,4769,361.050514,,,
18,,,8200,4496,4783.3,351.8380459,,,
19,,,8200,4291,4831.8,376.1650813,,,
20,,,8200,4766,4857.8,354.1447221,,,
1,,,8300,4752,4915.15,424.39992,,,
2,,,8300,5363,4920.8,422.8629988,,,
3,,,8300,4507,4886,413.0822525,,,
4,,,8300,4456,4892.95,407.501692,,,
5,,,8300,4447,4907.25,396.2233388,,,
6,,,8300,4721,4910.5,392.4985417,,,
7,,,8300,4719,4919.2,389.9975169,,,
8,,,8300,4565,4914.25,393.2866739,,,
9,,,8300,4858,4916.4,391.389885,,,
10,,,8300,4498,4900.45,400.2937704,,,
11,,,8300,4891,4914.75,390.1397692,,,
12,,,8300,4816,4900.85,395.9396917,,,
13,,,8300,5173,4885.05,405.6888197,,,
14,,,8300,5773,4855.95,404.8195797,,,
15,,,8300,4774,4823.6,349.7905238,,,
16,,,8300,5099,4806.8,360.2117214,,,
17,,,8300,4701,4803.9,357.9619062,,,
18,,,8300,5466,4820.85,360.8474346,,,
19,,,8300,4811,4779.7,328.9178589,,,
20,,,8300,5913,4785.45,330.4952384,,,
1,,,8400,4865,4724.95,197.0224339,,,
2,,,8400,4667,4714.6,194.7014989,,,
3,,,8400,4646,4731.4,204.6214477,,,
4,,,8400,4742,4725.25,209.1221942,,,
5,,,8400,4512,4716.3,212.1757216,,,
6,,,8400,4895,4751.2,233.1696017,,,
7,,,8400,4620,4735.9,233.2766372,,,
8,,,8400,4608,4736.4,233.0257271,,,
9,,,8400,4539,4734.2,234.5047637,,,
10,,,8400,4784,4768.7,254.2042486,,,
11,,,8400,4613,4777.75,257.9716172,,,
12,,,8400,4500,4882.3,498.8998528,,,
13,,,8400,4591,4901.3,490.7433781,,,
14,,,8400,5126,4910.5,486.3248319,,,
15,,,8400,4438,4894.9,484.0470725,,,
16,,,8400,5041,4902.4,477.715771,,,
17,,,8400,5040,4887.25,477.8935,,,
18,,,8400,4643,4881.6,476.6589203,,,
19,,,8400,4926,4893.55,473.3467045,,,
20,,,8400,4703,4912.8,482.4763534,,,
1,,,8500,4658,4906.9,485.886374,,,
2,,,8500,5003,4975.15,541.7414682,,,
3,,,8500,4523,4955.7,547.639922,,,
4,,,8500,4563,4964.4,541.7545958,,,
5,,,8500,5210,4969.2,538.4260297,,,
6,,,8500,4589,4936.8,542.6533836,,,
7,,,8500,4630,4972.6,542.1183984,,,
8,,,8500,4564,5010,543.0398842,,,
9,,,8500,5229,5031.55,532.8658837,,,
10,,,8500,4965,5021.9,530.8456907,,,
11,,,8500,6704,5016.35,532.0507767,,,
12,,,8500,4880,4959.65,381.9996246,,,
13,,,8500,4775,4941.8,394.0676672,,,
14,,,8500,4814,4952.15,392.1699786,,,
15,,,8500,4588,4962.95,391.1380797,,,
16,,,8500,4738,4973.8,383.1172144,,,
17,,,8500,4927,4974.3,382.7996728,,,
18,,,8500,4882,4978.55,382.7187335,,,
19,,,8500,5311,4989.35,382.8984028,,,
20,,,8500,4585,4960.05,379.3945974,,,
1,,,8600,6023,4967.85,372.8248178,,,
2,,,8600,4614,4918,279.2195891,,,
3,,,8600,4697,4933.75,269.897812,,,
4,,,8600,4659,4934.85,268.9252048,,,
5,,,8600,4562,4939.45,264.7122519,,,
6,,,8600,5305,4954.1,250.4469478,,,
7,,,8600,5378,4920.1,246.4277197,,,
8,,,8600,4995,4890.55,222.9449956,,,
9,,,8600,5036,4967.6,430.5594158,,,
10,,,8600,4854,4959.05,430.8274139,,,
11,,,8600,5570,4965.05,430.1224397,,,
12,,,8600,4523,4925.7,407.2572057,,,
13,,,8600,4982,4945.1,396.1546615,,,
14,,,8600,5030,4932.4,398.9708339,,,
15,,,8600,4805,4954.7,416.7800253,,,
16,,,8600,4748,4963.1,415.2944295,,,
17,,,8600,5012,5017.25,454.5244913,,,
18,,,8600,5098,5004.05,458.5010446,,,
19,,,8600,4725,5015.2,463.5892692,,,
20,,,8600,4741,5032.8,458.6475083,,,
1,,,8700,5026,5047.6,453.4825941,,,
2,,,8700,4929,5067.55,461.1933577,,,
3,,,8700,4719,5066.45,461.5672928,,,
4,,,8700,4751,5076.45,455.7736598,,,
5,,,8700,4855,5122.55,467.5981715,,,
6,,,8700,4625,5131.2,463.9744321,,,
7,,,8700,4787,5142.5,453.6340398,,,
8,,,8700,6536,5149.2,449.0737368,,,
9,,,8700,4865,5077,308.4321985,,,
10,,,8700,4974,5113.6,324.9407071,,,
11,,,8700,4783,5141.95,336.6437247,,,
12,,,8700,4911,5149.4,329.8623956,,,
13,,,8700,4728,5155.05,326.5148461,,,
14,,,8700,5476,5171.4,311.8635667,,,
15,,,8700,4973,5141.6,309.6934647,,,
16,,,8700,5831,5158.65,309.3092942,,,
17,,,8700,4748,5147.6,287.181659,,,
18,,,8700,5321,5172,271.7603433,,,
19,,,8700,5077,5154.8,272.7180152,,,
20,,,8700,5037,5227.95,411.5973345,,,
1,,,8800,5425,5225.65,412.8471458,,,
2,,,8800,4907,5213.05,410.2803246,,,
3,,,8800,4919,5247.5,412.1520542,,,
4,,,8800,5673,5237.1,423.3496626,,,
5,,,8800,5028,5218.8,411.2531043,,,
6,,,8800,4851,5256.2,426.7098854,,,
7,,,8800,4921,5266.35,418.9072596,,,
8,,,8800,5092,5266.5,418.7776071,,,
9,,,8800,5597,5260.1,422.5459053,,,
10,,,8800,5541,5225.35,421.9589996,,,
11,,,8800,4932,5193.3,421.0645781,,,
12,,,8800,5024,5214.8,417.9869804,,,
13,,,8800,5055,5210.5,420.4879997,,,
14,,,8800,4880,5225.75,420.0821818,,,
15,,,8800,5314,5251.95,413.67499,,,
16,,,8800,5610,5267.8,422.1634256,,,
17,,,8800,5236,5231.7,422.2309296,,,
18,,,8800,4977,5212.3,430.848624,,,
19,,,8800,6540,5234.6,429.5691109,,,
20,,,8800,4991,5149.05,309.5097099,,,
1,,,8900,5173,5145.85,311.5538772,,,
2,,,8900,5596,5243.9,543.0894954,,,
3,,,8900,4711,5252.95,550.7201482,,,
4,,,8900,5307,5286.4,536.195899,,,
5,,,8900,5776,5305.7,543.8684148,,,
6,,,8900,5054,5325.25,568.1491534,,,
7,,,8900,4924,5334.35,565.0248504,,,
8,,,8900,4964,5354.55,556.743395,,,
9,,,8900,4902,5357.25,554.8774995,,,
10,,,8900,4900,5357.75,554.4500239,,,
11,,,8900,5362,5368.15,547.3168307,,,
12,,,8900,4938,5349.35,553.9566081,,,
13,,,8900,5360,5348.3,554.7966057,,,
14,,,8900,5404,5322,566.5556135,,,
15,,,8900,5631,5312.95,566.6224469,,,
16,,,8900,4888,5312.55,566.3888821,,,
17,,,8900,4848,5310.95,567.695014,,,
18,,,8900,5423,5308.3,570.0884604,,,
19,,,8900,4829,5279.2,578.7142373,,,
20,,,8900,4927,5316.2,572.033179,,,
1,,,9000,7134,5322.1,568.4046835,,,
2,,,9000,5777,5214.3,379.8614844,,,
3,,,9000,5380,5195.45,359.2643763,,,
4,,,9000,5693,5175.75,359.4144177,,,
5,,,9000,6167,5144.95,338.5438594,,,
6,,,9000,5236,5088.8,238.4351617,,,
7,,,9000,5328,5081,235.9045302,,,
8,,,9000,5018,5087.75,245.0963022,,,
9,,,9000,4912,5180.45,467.253394,,,
10,,,9000,5108,5233.4,494.4438024,,,
11,,,9000,4986,5227.5,496.7177002,,,
12,,,9000,4917,5238.45,493.5172876,,,
13,,,9000,4834,5249.65,488.3530081,,,
14,,,9000,5223,5258.05,482.2337798,,,
15,,,9000,5623,5275.55,487.2197683,,,
16,,,9000,4856,5254.85,480.4283478,,,
17,,,9000,4795,5270.35,471.8064138,,,
18,,,9000,4841,5274.45,467.797468,,,
19,,,9000,5569,5288.95,458.0478572,,,
20,,,9000,5045,5257,459.7682483,,,
1,,,9100,4978,5265.9,457.1639001,,,
2,,,9100,5400,5277.3,452.4250563,,,
3,,,9100,4986,5261.5,453.4311878,,,
4,,,9100,5077,5278.4,448.8986992,,,
5,,,9100,5044,5275.4,450.5130876,,,
6,,,9100,5080,5320.85,471.3117501,,,
7,,,9100,5463,5324.85,469.4960652,,,
8,,,9100,6872,5309.15,469.883107,,,
9,,,9100,5971,5234.8,294.4850278,,,
10,,,9100,4990,5193,238.4966071,,,
11,,,9100,5205,5196.35,235.9521082,,,
12,,,9100,5141,5215.65,251.94178,,,
13,,,9100,5002,5226.3,253.1192979,,,
14,,,9100,5573,5234.4,248.1061742,,,
15,,,9100,5209,5211.1,236.231354,,,
16,,,9100,5166,5212.15,236.2681962,,,
17,,,9100,4877,5208.25,237.7094367,,,
18,,,9100,5131,5226.4,224.5818102,,,
19,,,9100,4930,5223.55,226.2119349,,,
20,,,9100,5223,5234.3,216.4245584,,,
1,,,9200,5206,5235.6,216.4311973,,,
2,,,9200,5084,5264.6,248.7072682,,,
3,,,9200,5324,5279.3,246.1463193,,,
4,,,9200,5017,5277.6,245.9386744,,,
5,,,9200,5953,5296.55,239.3142561,,,
6,,,9200,5160,5260.3,182.9072529,,,
7,,,9200,5149,5285.05,201.1968073,,,
8,,,9200,5385,5296.5,199.5562182,,,
9,,,9200,5135,5283.75,201.7384641,,,
10,,,9200,5057,5282.8,202.5190309,,,
11,,,9200,5591,5295.65,195.4684724,,,
12,,,9200,5354,5284.8,183.8911577,,,
13,,,9200,5164,5271.65,188.0389867,,,
14,,,9200,5107,5298.75,209.5355453,,,
15,,,9200,5230,5298.35,209.9281268,,,
16,,,9200,5088,5317.95,221.2073271,,,
17,,,9200,5240,5342.85,221.9879738,,,
18,,,9200,5074,5348.45,220.6656139,,,
19,,,9200,5145,5373.7,216.4610333,,,
20,,,9200,5249,5442.75,330.102516,,,
1,,,9300,5786,5450.45,327.1279285,,,
2,,,9300,5378,5438.95,318.6437501,,,
3,,,9300,5290,5428.9,323.7954032,,,
4,,,9300,5396,5422.45,327.965896,,,
5,,,9300,5228,5417.15,329.2697303,,,
6,,,9300,5655,5425.1,326.3691646,,,
7,,,9300,5378,5398.15,328.6321372,,,
8,,,9300,5130,5400.6,328.6566598,,,
9,,,9300,5116,5423.7,324.8502651,,,
10,,,9300,5314,5449.7,319.6954307,,,
11,,,9300,5374,5448.25,320.4082716,,,
12,,,9300,5091,5438,326.1363938,,,
13,,,9300,5706,5444.85,319.8426052,,,
14,,,9300,5099,5428.1,314.1680576,,,
15,,,9300,5622,5432.15,310.1993035,,,
16,,,9300,5586,5421.45,306.9801082,,,
17,,,9300,5352,5405.55,306.2431911,,,
18,,,9300,5579,5451.75,362.305465,,,
19,,,9300,6526,5436.9,362.901451,,,
20,,,9300,5403,5379.3,256.8753742,,,
1,,,9400,5556,5384.75,258.5554761,,,
2,,,9400,5177,5390.15,263.4026885,,,
3,,,9400,5161,5445.85,326.2455122,,,
4,,,9400,5290,5518.8,411.2459374,,,
5,,,9400,5387,5590.75,487.8545809,,,
6,,,9400,5116,5628.55,500.3645487,,,
7,,,9400,5427,5726.2,579.4011064,,,
8,,,9400,5592,5770.05,588.6775075,,,
9,,,9400,5636,5853.05,673.2082242,,,
10,,,9400,5285,5844.55,677.15461,,,
11,,,9400,5169,5871.25,664.3369369,,,
12,,,9400,5228,5882.8,653.4032848,,,
13,,,9400,5371,5912.65,635.3009461,,,
14,,,9400,5180,5928,625.1526971,,,
15,,,9400,5408,5932.95,619.2826474,,,
16,,,9400,5268,5925.7,626.5577724,,,
17,,,9400,6276,5923.4,629.1781105,,,
18,,,9400,5282,5884.8,630.0880139,,,
19,,,9400,5374,5915.2,613.9339584,,,
20,,,9400,5512,5931.95,602.8612894,,,
1,,,9500,5664,5924.6,609.1144046,,,
2,,,9500,6291,5957.5,612.0609275,,,
3,,,9500,6620,5918.15,614.7838538,,,
4,,,9500,6729,5849.7,608.7092556,,,
5,,,9500,6143,5799.5,572.7125209,,,
6,,,9500,7069,5764.1,572.2438659,,,
7,,,9500,6304,5684.2,485.4331327,,,
8,,,9500,7252,5683.2,484.1079262,,,
9,,,9500,5466,5604.5,313.5424927,,,
10,,,9500,5819,5612.55,311.8617229,,,
11,,,9500,5400,5592.7,310.6617894,,,
12,,,9500,5825,5597.65,308.2087937,,,
13,,,9500,5678,5566.65,315.2381347,,,
14,,,9500,5279,5578.9,324.4194653,,,
15,,,9500,5263,5582.05,321.6483001,,,
16,,,9500,5222,5633.15,348.3658505,,,
17,,,9500,5504,5706.8,407.5479436,,,
18,,,9500,5890,5736.65,413.7286519,,,
19,,,9500,5709,5742.25,416.6611491,,,
20,,,9500,5365,5760.4,422.9946373,,,
1,,,9600,6322,5775.2,413.5038471,,,
2,,,9600,5504,5758.15,396.4495422,,,
3,,,9600,5251,5790.2,400.7091871,,,
4,,,9600,5725,5904.9,541.7444435,,,
5,,,9600,5435,5932.15,545.9099863,,,
6,,,9600,5471,6022.4,605.3597799,,,
7,,,9600,6284,6128.2,683.75154,,,
8,,,9600,5678,6107.6,685.0157432,,,
9,,,9600,5627,6101.55,689.5290899,,,
10,,,9600,5422,6115.9,682.0794752,,,
11,,,9600,5499,6125.65,672.971359,,,
12,,,9600,5205,6129.1,669.7589433,,,
13,,,9600,5923,6139.4,656.2472576,,,
14,,,9600,5342,6115,673.5605314,,,
15,,,9600,6285,6144.45,650.4643261,,,
16,,,9600,6695,6097.2,673.6275404,,,
17,,,9600,6101,6034.1,673.7902141,,,
